44bbcdc3-5330-49de-80fe-28df0cfa7502,pc-sea,squad,2018-11-14T23:26:39.6191903Z,Miramar,1904
01453d04-51a0-4819-8626-72ed63f7d734,pc-sea,solo,2018-11-14T23:35:37.7303379Z,Sanhok,1404
8757f8eb-7486-4536-92bf-8bcd1402d002,pc-sea,squad,2018-11-14T23:29:10.457792Z,Miramar,1796
fac6368f-8fa6-42c2-a628-23873f35d937,pc-sea,solo,2018-11-14T23:37:06.4245934Z,Sanhok,1350
ae7606fa-bc93-455e-b3d1-2bd150927f4e,pc-sea,squad,2018-11-14T23:27:52.635231Z,Miramar,1926
2e7ef370-c72e-4328-a3d7-7a889c655e6a,pc-sea,squad,2018-11-14T23:38:01.5931047Z,Sanhok,1349
968d66e5-8007-4d75-a1dc-f930b2ae1cb7,pc-sea,solo,2018-11-14T23:30:58.4881154Z,Range_Main,1777
ef930e03-787e-4035-8438-f71117839eda,pc-sea,squad,2018-11-14T23:37:43.1558129Z,Sanhok,1436
ebdcbbee-d644-4c43-a5da-493e7bc8c20d,pc-sea,squad,2018-11-14T23:40:58.6311893Z,Sanhok,1361
f553ae70-4eb4-4e34-bb01-442a57dcf27c,pc-sea,solo,2018-11-14T23:39:50.1020006Z,Sanhok,1484
60cc3a8c-c83f-4ba1-ac5d-8b7b91630671,pc-sea,solo,2018-11-14T23:36:17.336959Z,Range_Main,1776
5ad2f021-e544-447d-81b0-cace04c187d7,pc-sea,squad,2018-11-14T23:42:51.9598779Z,Sanhok,1374
0e8fb01e-4f87-4830-b554-c41e7290619a,pc-sea,solo,2018-11-14T23:36:43.0092553Z,Miramar,1835
f32a77ca-d434-4264-92c3-080826728b3f,pc-sea,squad,2018-11-14T23:37:21.7296654Z,Miramar,1798
1ae7b2a2-219d-4744-aef9-5b64750793ea,pc-sea,solo,2018-11-14T23:38:47.7438746Z,Range_Main,1186
80a346d4-3826-4e0d-804e-36cee449e4a7,pc-sea,squad,2018-11-14T23:45:57.1678725Z,Sanhok,1350
37443024-1a44-4751-a1a6-ede9024e240c,pc-sea,duo,2018-11-14T23:47:19.4630377Z,Sanhok,1355
4ed85b69-7104-4dc9-b09e-f324e35f6d9d,pc-sea,solo,2018-11-14T23:38:31.2485219Z,Miramar,1899
2729b192-c0d5-4348-9d26-53ebe03f910c,pc-sea,squad,2018-11-14T23:38:44.7004308Z,Miramar,1950
abe564bd-cf78-457e-9464-6bd0e86c1601,pc-sea,squad,2018-11-14T23:49:56.1094706Z,Sanhok,1378
51b68f86-6c08-41ce-9a30-fc042f7bb4de,pc-sea,squad,2018-11-14T23:51:54.81159Z,Sanhok,1331
c0878ffc-d64a-49f3-8537-0725697a0f84,pc-sea,squad,2018-11-14T23:54:21.1875711Z,Sanhok,1235
8a93d5cd-6a02-4c0d-8def-49118c307027,pc-sea,squad,2018-11-14T23:53:19.1413903Z,Sanhok,1305
232f8d3e-d4e5-4ca0-a740-0b61079d0414,pc-sea,squad,2018-11-14T23:45:22.5220255Z,Miramar,1778
1a97ca70-2434-44fa-a608-49256ef522bc,pc-sea,squad,2018-11-14T23:43:43.1346307Z,Miramar,1901
59226b7e-a300-4eed-b9b7-1d48f1cce981,pc-sea,squad,2018-11-14T23:54:21.2978191Z,Sanhok,1339
70399536-a712-461b-8c70-5e5dfbc594e6,pc-sea,solo,2018-11-14T23:55:40.4661901Z,Sanhok,1386
6a77e692-9441-4542-81ce-7829481ff737,pc-sea,duo,2018-11-14T23:59:44.6714899Z,Sanhok,1331
d407205b-04d8-4118-ba44-5d4b83ff8ef2,pc-sea,solo,2018-11-14T23:51:09.2992611Z,Erangel,1863
931ae259-2c4a-4a14-84be-d290fdd7117a,pc-sea,squad,2018-11-14T23:48:56.0445476Z,Sanhok,1418
2b9149e6-cc38-4b84-9b94-204816d735fd,pc-sea,duo,2018-11-14T23:52:50.6637122Z,Miramar,1829
5122722c-fe68-4a3b-ac6d-023718806b43,pc-sea,squad-fpp,2018-11-15T00:03:09.6091685Z,Sanhok,1278
ea741b83-f9e0-4da4-9368-8facf08db40b,pc-sea,squad,2018-11-15T00:01:27.3592777Z,Sanhok,1380
0784f5fb-ac69-4cae-9200-5bed9f82cf7f,pc-sea,solo,2018-11-14T23:54:50.8399219Z,Range_Main,1776
500f923e-7985-4a28-8c16-4743097a6681,pc-sea,squad-fpp,2018-11-15T00:06:43.1195836Z,Sanhok,1178
0071e4a8-9cea-4894-86ef-f1dad8d4e268,pc-sea,squad,2018-11-14T23:55:57.3147863Z,Miramar,1843
9d9865db-b7d1-4578-9feb-f06d68116933,pc-sea,squad,2018-11-14T23:56:52.3799969Z,Erangel,1844
98b3368b-2c0b-42d8-b1a8-cff2d60771c0,pc-sea,squad,2018-11-14T23:59:51.9409361Z,Miramar,1840
abe865cb-be03-4fb8-a49a-c87ba55e72d1,pc-sea,squad-fpp,2018-11-15T00:09:28.7609381Z,Sanhok,1299
d73cb890-af39-4d02-8837-635a76070c05,pc-sea,solo,2018-11-14T23:59:41.6444051Z,Miramar,1922
e5230b9d-8413-4da7-83d0-2820344797c4,pc-sea,solo,2018-11-15T00:08:25.2591423Z,Sanhok,1438
08ee22e6-e03f-4e65-bdf7-11450acf7c1c,pc-sea,squad,2018-11-15T00:01:18.1535372Z,Miramar,1868
f7fee531-bc0e-4e48-9268-6bb26a6f4383,pc-sea,duo,2018-11-15T00:11:00.4984747Z,Sanhok,1306
1ee9d10e-9af3-4e3c-92ea-cdf0c9da09bf,pc-sea,duo,2018-11-15T00:11:57.3506421Z,Sanhok,1259
6a71d5b7-b7bd-45ea-a74f-46c1b1f222b6,pc-sea,squad,2018-11-15T00:11:16.3806307Z,Sanhok,1333
